file,participant,context,label,trial,audio_key_for_duration,audio_duration_s,imu_duration_s_at_50hz,has_1khz_audio
23---Bathroom---Toilet_flushing---3.pkl,23,Bathroom,Toilet_flushing,3,Audio,7.456,7.68,False
23---Bathroom---Toothbrushing---1.pkl,23,Bathroom,Toothbrushing,1,Audio,16.726,17.32,False
23---Bathroom---Toothbrushing---2.pkl,23,Bathroom,Toothbrushing,2,Audio,16.63,17.22,False
23---Bathroom---Toothbrushing---3.pkl,23,Bathroom,Toothbrushing,3,Audio,17.499,18.12,False
23---Bathroom---Washing_hands---1.pkl,23,Bathroom,Washing_hands,1,Audio,16.957,17.56,False
23---Bathroom---Washing_hands---2.pkl,23,Bathroom,Washing_hands,2,Audio,16.861,17.46,False
23---Bathroom---Washing_hands---3.pkl,23,Bathroom,Washing_hands,3,Audio,17.364,17.98,False
23---Kitchen---Blender_in_use---1.pkl,23,Kitchen,Blender_in_use,1,Audio,16.437,16.84,False
23---Kitchen---Blender_in_use---2.pkl,23,Kitchen,Blender_in_use,2,Audio,16.784,17.22,False
23---Kitchen---Blender_in_use---3.pkl,23,Kitchen,Blender_in_use,3,Audio,17.131,17.54,False
23---Kitchen---Chopping---1.pkl,23,Kitchen,Chopping,1,Audio,16.996,17.6,False
23---Kitchen---Chopping---2.pkl,23,Kitchen,Chopping,2,Audio,16.282,16.86,False
23---Kitchen---Chopping---3.pkl,23,Kitchen,Chopping,3,Audio,17.073,17.68,False
23---Kitchen---Grating---1.pkl,23,Kitchen,Grating,1,Audio,16.378,16.96,False
23---Kitchen---Grating---2.pkl,23,Kitchen,Grating,2,Audio,14.544,15.06,False
23---Kitchen---Grating---3.pkl,23,Kitchen,Grating,3,Audio,16.186,16.76,False
23---Kitchen---Microwave---1.pkl,23,Kitchen,Microwave,1,Audio,22.384,23.18,False
23---Kitchen---Microwave---2.pkl,23,Kitchen,Microwave,2,Audio,20.261,20.9,False
23---Kitchen---Microwave---3.pkl,23,Kitchen,Microwave,3,Audio,21.323,22.04,False
23---Kitchen---Pouring_pitcher---1.pkl,23,Kitchen,Pouring_pitcher,1,Audio,7.339,7.6,False
23---Kitchen---Pouring_pitcher---2.pkl,23,Kitchen,Pouring_pitcher,2,Audio,6.219,6.44,False
23---Kitchen---Pouring_pitcher---3.pkl,23,Kitchen,Pouring_pitcher,3,Audio,7.977,8.26,False
23---Kitchen---Twisting_jar---1.pkl,23,Kitchen,Twisting_jar,1,Audio,5.486,5.68,False
23---Kitchen---Twisting_jar---2.pkl,23,Kitchen,Twisting_jar,2,Audio,3.766,3.9,False
23---Kitchen---Twisting_jar---3.pkl,23,Kitchen,Twisting_jar,3,Audio,3.187,3.3,False
23---Kitchen---Washing_Utensils---1.pkl,23,Kitchen,Washing_Utensils,1,Audio,16.243,16.82,False
23---Kitchen---Washing_Utensils---2.pkl,23,Kitchen,Washing_Utensils,2,Audio,16.32,16.9,False
23---Kitchen---Washing_Utensils---3.pkl,23,Kitchen,Washing_Utensils,3,Audio,16.61,17.2,False
23---Kitchen---Wiping_with_rag---1.pkl,23,Kitchen,Wiping_with_rag,1,Audio,17.749,18.38,False
23---Kitchen---Wiping_with_rag---2.pkl,23,Kitchen,Wiping_with_rag,2,Audio,18.349,19.0,False
23---Kitchen---Wiping_with_rag---3.pkl,23,Kitchen,Wiping_with_rag,3,Audio,18.715,19.38,False
23---Misc---Alarm_clock---1.pkl,23,Misc,Alarm_clock,1,Audio,26.731,27.44,False
23---Misc---Alarm_clock---2.pkl,23,Misc,Alarm_clock,2,Audio,22.366,23.06,False
23---Misc---Alarm_clock---3.pkl,23,Misc,Alarm_clock,3,Audio,24.104,24.82,False
23---Misc---Clapping---1.pkl,23,Misc,Clapping,1,Audio,15.722,16.28,False
23---Misc---Clapping---2.pkl,23,Misc,Clapping,2,Audio,15.432,15.98,False
23---Misc---Clapping---3.pkl,23,Misc,Clapping,3,Audio,15.625,16.18,False
23---Misc---Coughing---1.pkl,23,Misc,Coughing,1,Audio,12.148,12.58,False
23---Misc---Coughing---2.pkl,23,Misc,Coughing,2,Audio,11.955,12.38,False
23---Misc---Coughing---3.pkl,23,Misc,Coughing,3,Audio,10.931,11.32,False
23---Misc---Drinking---1.pkl,23,Misc,Drinking,1,Audio,6.509,6.74,False
23---Misc---Drinking---2.pkl,23,Misc,Drinking,2,Audio,5.562,5.72,False
23---Misc---Drinking---3.pkl,23,Misc,Drinking,3,Audio,5.872,6.04,False
23---Misc---Knocking---1.pkl,23,Misc,Knocking,1,Audio,7.9,8.18,False
23---Misc---Knocking---2.pkl,23,Misc,Knocking,2,Audio,9.735,10.08,False
23---Misc---Knocking---3.pkl,23,Misc,Knocking,3,Audio,8.092,8.38,False
23---Misc---Laughing---1.pkl,23,Misc,Laughing,1,Audio,16.128,16.68,False
23---Misc---Laughing---2.pkl,23,Misc,Laughing,2,Audio,14.717,15.24,False
23---Misc---Laughing---3.pkl,23,Misc,Laughing,3,Audio,14.794,15.32,False
23---Misc---Scratching---1.pkl,23,Misc,Scratching,1,Audio,16.418,17.0,False
23---Misc---Scratching---2.pkl,23,Misc,Scratching,2,Audio,15.799,16.36,False
23---Misc---Scratching---3.pkl,23,Misc,Scratching,3,Audio,16.069,16.64,False
23---Other---Other---15.pkl,23,Other,Other,15,1kHz_Audio,12.438,12.82,True
23---Other---Other---59.pkl,23,Other,Other,59,1kHz_Audio,6.876,7.12,True
23---Other---Other---66.pkl,23,Other,Other,66,1kHz_Audio,12.96,13.42,True
23---Workshop---Drill in use---1.pkl,23,Workshop,Drill in use,1,Audio,12.09,12.46,False
23---Workshop---Drill in use---2.pkl,23,Workshop,Drill in use,2,Audio,7.86,8.14,False
23---Workshop---Drill in use---3.pkl,23,Workshop,Drill in use,3,Audio,6.586,6.76,False
23---Workshop---Hammering---1.pkl,23,Workshop,Hammering,1,Audio,16.031,16.6,False
23---Workshop---Hammering---2.pkl,23,Workshop,Hammering,2,Audio,16.011,16.58,False
23---Workshop---Hammering---3.pkl,23,Workshop,Hammering,3,Audio,16.05,16.62,False
23---Workshop---Sanding---1.pkl,23,Workshop,Sanding,1,Audio,15.452,16.0,False
23---Workshop---Sanding---2.pkl,23,Workshop,Sanding,2,Audio,15.664,16.22,False
23---Workshop---Sanding---3.pkl,23,Workshop,Sanding,3,Audio,15.799,16.36,False
23---Workshop---Screwing---1.pkl,23,Workshop,Screwing,1,Audio,18.851,19.52,False
23---Workshop---Screwing---2.pkl,23,Workshop,Screwing,2,Audio,17.808,18.44,False
23---Workshop---Screwing---3.pkl,23,Workshop,Screwing,3,Audio,15.702,16.26,False
23---Workshop---Vacuum in use---1.pkl,23,Workshop,Vacuum in use,1,Audio,17.19,17.8,False
23---Workshop---Vacuum in use---2.pkl,23,Workshop,Vacuum in use,2,Audio,15.645,16.2,False
23---Workshop---Vacuum in use---3.pkl,23,Workshop,Vacuum in use,3,Audio,21.612,22.38,False
25---All---Other---1.pkl,25,All,Other,1,1kHz_Audio,18.774,19.38,True
25---All---Other---2.pkl,25,All,Other,2,1kHz_Audio,17.229,17.56,True
25---All---Other---3.pkl,25,All,Other,3,1kHz_Audio,17.056,17.56,True
25---Bathroom---Brushing_hair---1.pkl,25,Bathroom,Brushing_hair,1,Audio,15.778,16.34,False
25---Bathroom---Brushing_hair---2.pkl,25,Bathroom,Brushing_hair,2,Audio,18.812,19.48,False
25---Bathroom---Brushing_hair---3.pkl,25,Bathroom,Brushing_hair,3,Audio,16.92,17.52,False
25---Bathroom---Hair_dryer_in_use---1.pkl,25,Bathroom,Hair_dryer_in_use,1,Audio,16.203,16.78,False
25---Bathroom---Hair_dryer_in_use---2.pkl,25,Bathroom,Hair_dryer_in_use,2,Audio,16.688,17.28,False
25---Bathroom---Hair_dryer_in_use---3.pkl,25,Bathroom,Hair_dryer_in_use,3,Audio,16.418,17.0,False
25---Bathroom---Shaver_in_use---1.pkl,25,Bathroom,Shaver_in_use,1,Audio,15.451,16.0,False
25---Bathroom---Shaver_in_use---2.pkl,25,Bathroom,Shaver_in_use,2,Audio,16.611,17.2,False
25---Bathroom---Shaver_in_use---3.pkl,25,Bathroom,Shaver_in_use,3,Audio,14.698,15.22,False
25---Bathroom---Toilet_flushing---1.pkl,25,Bathroom,Toilet_flushing,1,Audio,4.519,4.68,False
25---Bathroom---Toilet_flushing---2.pkl,25,Bathroom,Toilet_flushing,2,Audio,4.345,4.5,False
25---Bathroom---Toilet_flushing---3.pkl,25,Bathroom,Toilet_flushing,3,Audio,4.636,4.8,False
25---Bathroom---Toothbrushing---1.pkl,25,Bathroom,Toothbrushing,1,Audio,15.837,16.4,False
25---Bathroom---Toothbrushing---2.pkl,25,Bathroom,Toothbrushing,2,Audio,16.65,17.24,False
25---Bathroom---Toothbrushing---3.pkl,25,Bathroom,Toothbrushing,3,Audio,16.668,17.26,False
25---Bathroom---Washing_hands---1.pkl,25,Bathroom,Washing_hands,1,Audio,17.807,18.44,False
25---Bathroom---Washing_hands---2.pkl,25,Bathroom,Washing_hands,2,Audio,16.706,17.3,False
25---Bathroom---Washing_hands---3.pkl,25,Bathroom,Washing_hands,3,Audio,16.688,17.28,False
25---Kitchen---Blender_in_use---1.pkl,25,Kitchen,Blender_in_use,1,Audio,16.244,16.82,False
25---Kitchen---Blender_in_use---2.pkl,25,Kitchen,Blender_in_use,2,Audio,15.935,16.5,False
25---Kitchen---Blender_in_use---3.pkl,25,Kitchen,Blender_in_use,3,Audio,16.302,16.88,False
25---Kitchen---Chopping---1.pkl,25,Kitchen,Chopping,1,Audio,15.78,16.34,False
25---Kitchen---Chopping---2.pkl,25,Kitchen,Chopping,2,Audio,15.317,15.86,False
25---Kitchen---Chopping---3.pkl,25,Kitchen,Chopping,3,Audio,16.611,17.2,False
25---Kitchen---Grating---1.pkl,25,Kitchen,Grating,1,Audio,16.166,16.74,False
25---Kitchen---Grating---2.pkl,25,Kitchen,Grating,2,Audio,16.148,16.72,False
25---Kitchen---Grating---3.pkl,25,Kitchen,Grating,3,Audio,15.819,16.38,False
25---Kitchen---Microwave---1.pkl,25,Kitchen,Microwave,1,Audio,27.293,28.26,False
25---Kitchen---Microwave---2.pkl,25,Kitchen,Microwave,2,Audio,23.004,23.82,False
25---Kitchen---Microwave---3.pkl,25,Kitchen,Microwave,3,Audio,24.916,25.8,False
25---Kitchen---Pouring_pitcher---1.pkl,25,Kitchen,Pouring_pitcher,1,Audio,10.507,10.88,False
25---Kitchen---Pouring_pitcher---2.pkl,25,Kitchen,Pouring_pitcher,2,Audio,13.346,13.82,False
25---Kitchen---Pouring_pitcher---3.pkl,25,Kitchen,Pouring_pitcher,3,Audio,9.349,9.68,False
25---Kitchen---Twisting_jar---1.pkl,25,Kitchen,Twisting_jar,1,Audio,7.784,8.06,False
25---Kitchen---Twisting_jar---2.pkl,25,Kitchen,Twisting_jar,2,Audio,6.567,6.8,False
25---Kitchen---Twisting_jar---3.pkl,25,Kitchen,Twisting_jar,3,Audio,7.185,7.44,False
25---Kitchen---Washing_Utensils---1.pkl,25,Kitchen,Washing_Utensils,1,Audio,15.761,16.32,False
25---Kitchen---Washing_Utensils---2.pkl,25,Kitchen,Washing_Utensils,2,Audio,15.742,16.3,False
25---Kitchen---Washing_Utensils---3.pkl,25,Kitchen,Washing_Utensils,3,Audio,16.341,16.92,False
25---Kitchen---Wiping_with_rag---1.pkl,25,Kitchen,Wiping_with_rag,1,Audio,21.035,21.78,False
25---Kitchen---Wiping_with_rag---2.pkl,25,Kitchen,Wiping_with_rag,2,Audio,18.446,19.1,False
25---Kitchen---Wiping_with_rag---3.pkl,25,Kitchen,Wiping_with_rag,3,Audio,17.346,17.96,False
25---Misc---Alarm_clock---1.pkl,25,Misc,Alarm_clock,1,Audio,23.738,24.42,False
25---Misc---Alarm_clock---2.pkl,25,Misc,Alarm_clock,2,Audio,19.817,20.52,False
25---Misc---Alarm_clock---3.pkl,25,Misc,Alarm_clock,3,Audio,19.509,20.2,False
25---Misc---Clapping---1.pkl,25,Misc,Clapping,1,Audio,15.915,16.48,False
25---Misc---Clapping---2.pkl,25,Misc,Clapping,2,Audio,14.66,15.18,False
25---Misc---Clapping---3.pkl,25,Misc,Clapping,3,Audio,13.405,13.88,False
25---Misc---Coughing---1.pkl,25,Misc,Coughing,1,Audio,7.803,8.08,False
25---Misc---Coughing---2.pkl,25,Misc,Coughing,2,Audio,10.006,10.36,False
25---Misc---Coughing---3.pkl,25,Misc,Coughing,3,Audio,6.509,6.74,False
25---Misc---Drinking---1.pkl,25,Misc,Drinking,1,Audio,8.267,8.56,False
25---Misc---Drinking---2.pkl,25,Misc,Drinking,2,Audio,6.297,6.52,False
25---Misc---Drinking---3.pkl,25,Misc,Drinking,3,Audio,5.833,6.04,False
25---Misc---Knocking---1.pkl,25,Misc,Knocking,1,Audio,7.108,7.36,False
25---Misc---Knocking---2.pkl,25,Misc,Knocking,2,Audio,4.134,4.28,False
25---Misc---Knocking---3.pkl,25,Misc,Knocking,3,Audio,4.192,4.34,False
25---Misc---Laughing---1.pkl,25,Misc,Laughing,1,Audio,12.882,13.34,False
25---Misc---Laughing---2.pkl,25,Misc,Laughing,2,Audio,13.733,14.22,False
25---Misc---Laughing---3.pkl,25,Misc,Laughing,3,Audio,12.362,12.8,False
25---Misc---Scratching---1.pkl,25,Misc,Scratching,1,Audio,14.892,15.42,False
25---Misc---Scratching---2.pkl,25,Misc,Scratching,2,Audio,15.626,16.18,False
25---Misc---Scratching---3.pkl,25,Misc,Scratching,3,Audio,12.4,12.84,False
25---Other---Other---29.pkl,25,Other,Other,29,1kHz_Audio,9.677,10.02,True
25---Other---Other---33.pkl,25,Other,Other,33,1kHz_Audio,50.335,52.12,True
25---Other---Other---67.pkl,25,Other,Other,67,1kHz_Audio,17.943,18.58,True
25---Workshop---Drill in use---1.pkl,25,Workshop,Drill in use,1,Audio,1.042,1.08,False
25---Workshop---Drill in use---2.pkl,25,Workshop,Drill in use,2,Audio,3.477,3.6,False
25---Workshop---Drill in use---3.pkl,25,Workshop,Drill in use,3,Audio,5.988,6.2,False
25---Workshop---Hammering---1.pkl,25,Workshop,Hammering,1,Audio,16.147,16.72,False
25---Workshop---Hammering---2.pkl,25,Workshop,Hammering,2,Audio,15.703,16.26,False
25---Workshop---Hammering---3.pkl,25,Workshop,Hammering,3,Audio,15.857,16.42,False
25---Workshop---Sanding---1.pkl,25,Workshop,Sanding,1,Audio,16.437,17.02,False
25---Workshop---Sanding---2.pkl,25,Workshop,Sanding,2,Audio,16.186,16.76,False
25---Workshop---Sanding---3.pkl,25,Workshop,Sanding,3,Audio,16.707,17.3,False
25---Workshop---Screwing---1.pkl,25,Workshop,Screwing,1,Audio,10.275,10.64,False
25---Workshop---Screwing---2.pkl,25,Workshop,Screwing,2,Audio,9.309,9.64,False
25---Workshop---Screwing---3.pkl,25,Workshop,Screwing,3,Audio,8.788,9.1,False
25---Workshop---Vacuum in use---1.pkl,25,Workshop,Vacuum in use,1,Audio,15.336,15.88,False
25---Workshop---Vacuum in use---2.pkl,25,Workshop,Vacuum in use,2,Audio,17.326,17.94,False
25---Workshop---Vacuum in use---3.pkl,25,Workshop,Vacuum in use,3,Audio,15.838,16.4,False
37---All---Other---1.pkl,37,All,Other,1,1kHz_Audio,16.785,17.04,True
37---All---Other---2.pkl,37,All,Other,2,1kHz_Audio,18.312,18.72,True
37---All---Other---3.pkl,37,All,Other,3,1kHz_Audio,17.925,18.34,True
37---Bathroom---Brushing_hair---1.pkl,37,Bathroom,Brushing_hair,1,Audio,11.744,12.16,False
37---Bathroom---Brushing_hair---2.pkl,37,Bathroom,Brushing_hair,2,Audio,13.791,14.28,False
37---Bathroom---Brushing_hair---3.pkl,37,Bathroom,Brushing_hair,3,Audio,12.169,12.6,False
37---Bathroom---Hair_dryer_in_use---1.pkl,37,Bathroom,Hair_dryer_in_use,1,Audio,12.034,12.46,False
37---Bathroom---Hair_dryer_in_use---2.pkl,37,Bathroom,Hair_dryer_in_use,2,Audio,12.459,12.9,False
37---Bathroom---Hair_dryer_in_use---3.pkl,37,Bathroom,Hair_dryer_in_use,3,Audio,12.304,12.74,False
37---Bathroom---Shaver_in_use---1.pkl,37,Bathroom,Shaver_in_use,1,Audio,12.653,13.1,False
37---Bathroom---Shaver_in_use---2.pkl,37,Bathroom,Shaver_in_use,2,Audio,13.405,13.88,False
37---Bathroom---Shaver_in_use---3.pkl,37,Bathroom,Shaver_in_use,3,Audio,12.96,13.42,False
37---Bathroom---Toilet_flushing---1.pkl,37,Bathroom,Toilet_flushing,1,Audio,5.563,5.76,False
37---Bathroom---Toilet_flushing---2.pkl,37,Bathroom,Toilet_flushing,2,Audio,3.322,3.44,False
37---Bathroom---Toilet_flushing---3.pkl,37,Bathroom,Toilet_flushing,3,Audio,5.563,5.76,False
37---Bathroom---Toothbrushing---1.pkl,37,Bathroom,Toothbrushing,1,Audio,17.404,18.02,False
37---Bathroom---Toothbrushing---2.pkl,37,Bathroom,Toothbrushing,2,Audio,14.931,15.46,False
37---Bathroom---Toothbrushing---3.pkl,37,Bathroom,Toothbrushing,3,Audio,11.918,12.34,False
37---Bathroom---Washing_hands---1.pkl,37,Bathroom,Washing_hands,1,Audio,11.184,11.58,False
37---Bathroom---Washing_hands---2.pkl,37,Bathroom,Washing_hands,2,Audio,13.733,14.22,False
37---Bathroom---Washing_hands---3.pkl,37,Bathroom,Washing_hands,3,Audio,9.155,9.48,False
37---Kitchen---Blender_in_use---1.pkl,37,Kitchen,Blender_in_use,1,Audio,11.241,11.64,False
37---Kitchen---Blender_in_use---2.pkl,37,Kitchen,Blender_in_use,2,Audio,10.392,10.76,False
37---Kitchen---Blender_in_use---3.pkl,37,Kitchen,Blender_in_use,3,Audio,9.735,10.08,False
37---Kitchen---Chopping---1.pkl,37,Kitchen,Chopping,1,Audio,11.84,12.26,False
37---Kitchen---Chopping---2.pkl,37,Kitchen,Chopping,2,Audio,12.439,12.88,False
37---Kitchen---Chopping---3.pkl,37,Kitchen,Chopping,3,Audio,10.624,11.0,False
37---Kitchen---Grating---1.pkl,37,Kitchen,Grating,1,Audio,11.088,11.48,False
37---Kitchen---Grating---2.pkl,37,Kitchen,Grating,2,Audio,11.648,12.06,False
37---Kitchen---Grating---3.pkl,37,Kitchen,Grating,3,Audio,11.956,12.38,False
37---Kitchen---Microwave---1.pkl,37,Kitchen,Microwave,1,Audio,20.32,21.04,False
37---Kitchen---Microwave---2.pkl,37,Kitchen,Microwave,2,Audio,20.842,21.58,False
37---Kitchen---Microwave---3.pkl,37,Kitchen,Microwave,3,Audio,22.638,23.44,False
37---Kitchen---Pouring_pitcher---1.pkl,37,Kitchen,Pouring_pitcher,1,Audio,5.409,5.6,False
37---Kitchen---Pouring_pitcher---2.pkl,37,Kitchen,Pouring_pitcher,2,Audio,7.36,7.62,False
37---Kitchen---Pouring_pitcher---3.pkl,37,Kitchen,Pouring_pitcher,3,Audio,6.22,6.44,False
37---Kitchen---Twisting_jar---1.pkl,37,Kitchen,Twisting_jar,1,Audio,2.858,2.96,False
37---Kitchen---Twisting_jar---2.pkl,37,Kitchen,Twisting_jar,2,Audio,3.052,3.16,False
37---Kitchen---Twisting_jar---3.pkl,37,Kitchen,Twisting_jar,3,Audio,2.666,2.76,False
37---Kitchen---Washing_Utensils---1.pkl,37,Kitchen,Washing_Utensils,1,Audio,12.382,12.82,False
37---Kitchen---Washing_Utensils---2.pkl,37,Kitchen,Washing_Utensils,2,Audio,13.501,13.98,False
37---Kitchen---Washing_Utensils---3.pkl,37,Kitchen,Washing_Utensils,3,Audio,12.556,13.0,False
37---Kitchen---Wiping_with_rag---1.pkl,37,Kitchen,Wiping_with_rag,1,Audio,11.28,11.68,False
37---Kitchen---Wiping_with_rag---2.pkl,37,Kitchen,Wiping_with_rag,2,Audio,13.366,13.84,False
37---Kitchen---Wiping_with_rag---3.pkl,37,Kitchen,Wiping_with_rag,3,Audio,12.13,12.56,False
37---Misc---Alarm_clock---1.pkl,37,Misc,Alarm_clock,1,Audio,18.521,19.12,False
37---Misc---Alarm_clock---2.pkl,37,Misc,Alarm_clock,2,Audio,17.77,18.4,False
37---Misc---Alarm_clock---3.pkl,37,Misc,Alarm_clock,3,Audio,18.505,19.16,False
37---Misc---Clapping---1.pkl,37,Misc,Clapping,1,Audio,10.565,10.94,False
37---Misc---Clapping---2.pkl,37,Misc,Clapping,2,Audio,11.01,11.4,False
37---Misc---Clapping---3.pkl,37,Misc,Clapping,3,Audio,10.488,10.86,False
37---Misc---Coughing---1.pkl,37,Misc,Coughing,1,Audio,9.329,9.66,False
37---Misc---Coughing---2.pkl,37,Misc,Coughing,2,Audio,9.251,9.58,False
37---Misc---Coughing---3.pkl,37,Misc,Coughing,3,Audio,10.779,11.16,False
37---Misc---Drinking---1.pkl,37,Misc,Drinking,1,Audio,2.646,2.74,False
37---Misc---Drinking---2.pkl,37,Misc,Drinking,2,Audio,4.172,4.32,False
37---Misc---Drinking---3.pkl,37,Misc,Drinking,3,Audio,3.245,3.36,False
37---Misc---Knocking---1.pkl,37,Misc,Knocking,1,Audio,3.94,4.08,False
37---Misc---Knocking---2.pkl,37,Misc,Knocking,2,Audio,5.234,5.42,False
37---Misc---Knocking---3.pkl,37,Misc,Knocking,3,Audio,4.018,4.16,False
37---Misc---Laughing---1.pkl,37,Misc,Laughing,1,Audio,11.376,11.78,False
37---Misc---Laughing---2.pkl,37,Misc,Laughing,2,Audio,11.57,11.98,False
37---Misc---Laughing---3.pkl,37,Misc,Laughing,3,Audio,13.154,13.62,False
37---Misc---Scratching---1.pkl,37,Misc,Scratching,1,Audio,11.569,11.98,False
37---Misc---Scratching---2.pkl,37,Misc,Scratching,2,Audio,11.589,12.0,False
37---Misc---Scratching---3.pkl,37,Misc,Scratching,3,Audio,9.484,9.82,False
37---Other---Other---50.pkl,37,Other,Other,50,1kHz_Audio,4.848,4.84,True
37---Other---Other---54.pkl,37,Other,Other,54,1kHz_Audio,10.314,10.68,True
37---Other---Other---75.pkl,37,Other,Other,75,1kHz_Audio,21.846,22.62,True
37---Workshop---Drill in use---1.pkl,37,Workshop,Drill in use,1,Audio,4.597,4.76,False
37---Workshop---Drill in use---2.pkl,37,Workshop,Drill in use,2,Audio,4.404,4.56,False
37---Workshop---Drill in use---3.pkl,37,Workshop,Drill in use,3,Audio,5.795,6.0,False
37---Workshop---Hammering---1.pkl,37,Workshop,Hammering,1,Audio,11.126,11.52,False
37---Workshop---Hammering---2.pkl,37,Workshop,Hammering,2,Audio,11.493,11.9,False
37---Workshop---Hammering---3.pkl,37,Workshop,Hammering,3,Audio,11.203,11.6,False
37---Workshop---Sanding---1.pkl,37,Workshop,Sanding,1,Audio,12.787,13.24,False
37---Workshop---Sanding---2.pkl,37,Workshop,Sanding,2,Audio,12.246,12.68,False
37---Workshop---Sanding---3.pkl,37,Workshop,Sanding,3,Audio,10.469,10.84,False
37---Workshop---Screwing---1.pkl,37,Workshop,Screwing,1,Audio,13.888,14.38,False
37---Workshop---Screwing---2.pkl,37,Workshop,Screwing,2,Audio,13.057,13.52,False
37---Workshop---Screwing---3.pkl,37,Workshop,Screwing,3,Audio,9.233,9.56,False
37---Workshop---Vacuum in use---1.pkl,37,Workshop,Vacuum in use,1,Audio,14.699,15.22,False
37---Workshop---Vacuum in use---2.pkl,37,Workshop,Vacuum in use,2,Audio,13.076,13.54,False
37---Workshop---Vacuum in use---3.pkl,37,Workshop,Vacuum in use,3,Audio,13.541,14.02,False
41---All---Other---1.pkl,41,All,Other,1,1kHz_Audio,22.482,23.28,True
41---All---Other---2.pkl,41,All,Other,2,1kHz_Audio,19.584,20.28,True
41---All---Other---3.pkl,41,All,Other,3,1kHz_Audio,18.31,18.96,True
41---Bathroom---Brushing_hair---1.pkl,41,Bathroom,Brushing_hair,1,Audio,16.841,17.44,False
41---Bathroom---Brushing_hair---2.pkl,41,Bathroom,Brushing_hair,2,Audio,16.05,16.62,False
41---Bathroom---Brushing_hair---3.pkl,41,Bathroom,Brushing_hair,3,Audio,16.879,17.48,False
41---Bathroom---Hair_dryer_in_use---1.pkl,41,Bathroom,Hair_dryer_in_use,1,Audio,19.082,19.76,False
41---Bathroom---Hair_dryer_in_use---2.pkl,41,Bathroom,Hair_dryer_in_use,2,Audio,18.792,19.46,False
41---Bathroom---Hair_dryer_in_use---3.pkl,41,Bathroom,Hair_dryer_in_use,3,Audio,15.837,16.4,False
41---Bathroom---Shaver_in_use---1.pkl,41,Bathroom,Shaver_in_use,1,Audio,16.842,17.44,False
41---Bathroom---Shaver_in_use---2.pkl,41,Bathroom,Shaver_in_use,2,Audio,16.358,16.94,False
41---Bathroom---Shaver_in_use---3.pkl,41,Bathroom,Shaver_in_use,3,Audio,17.73,18.36,False
41---Bathroom---Toilet_flushing---1.pkl,41,Bathroom,Toilet_flushing,1,Audio,6.605,6.8,False
41---Bathroom---Toilet_flushing---2.pkl,41,Bathroom,Toilet_flushing,2,Audio,6.47,6.7,False
41---Bathroom---Toilet_flushing---3.pkl,41,Bathroom,Toilet_flushing,3,Audio,5.273,5.46,False
41---Bathroom---Toothbrushing---1.pkl,41,Bathroom,Toothbrushing,1,Audio,15.915,16.48,False
41---Bathroom---Toothbrushing---2.pkl,41,Bathroom,Toothbrushing,2,Audio,16.802,17.4,False
41---Bathroom---Toothbrushing---3.pkl,41,Bathroom,Toothbrushing,3,Audio,13.384,13.86,False
41---Bathroom---Washing_hands---1.pkl,41,Bathroom,Washing_hands,1,Audio,15.026,15.56,False
41---Bathroom---Washing_hands---2.pkl,41,Bathroom,Washing_hands,2,Audio,14.891,15.42,False
41---Bathroom---Washing_hands---3.pkl,41,Bathroom,Washing_hands,3,Audio,13.5,13.98,False
41---Kitchen---Blender_in_use---1.pkl,41,Kitchen,Blender_in_use,1,Audio,14.717,15.24,False
41---Kitchen---Blender_in_use---2.pkl,41,Kitchen,Blender_in_use,2,Audio,16.089,16.66,False
41---Kitchen---Blender_in_use---3.pkl,41,Kitchen,Blender_in_use,3,Audio,12.419,12.86,False
41---Kitchen---Chopping---1.pkl,41,Kitchen,Chopping,1,Audio,13.211,13.68,False
41---Kitchen---Chopping---2.pkl,41,Kitchen,Chopping,2,Audio,16.339,16.92,False
41---Kitchen---Chopping---3.pkl,41,Kitchen,Chopping,3,Audio,20.126,20.84,False
41---Kitchen---Grating---1.pkl,41,Kitchen,Grating,1,Audio,15.624,16.18,False
41---Kitchen---Grating---2.pkl,41,Kitchen,Grating,2,Audio,14.331,14.84,False
41---Kitchen---Grating---3.pkl,41,Kitchen,Grating,3,Audio,16.05,16.62,False
41---Kitchen---Microwave---1.pkl,41,Kitchen,Microwave,1,Audio,24.548,25.34,False
41---Kitchen---Microwave---2.pkl,41,Kitchen,Microwave,2,Audio,19.933,20.64,False
41---Kitchen---Microwave---3.pkl,41,Kitchen,Microwave,3,Audio,21.632,22.4,False
41---Kitchen---Pouring_pitcher---1.pkl,41,Kitchen,Pouring_pitcher,1,Audio,12.805,13.22,False
41---Kitchen---Pouring_pitcher---2.pkl,41,Kitchen,Pouring_pitcher,2,Audio,17.286,17.9,False
41---Kitchen---Pouring_pitcher---3.pkl,41,Kitchen,Pouring_pitcher,3,Audio,13.231,13.7,False
41---Kitchen---Twisting_jar---1.pkl,41,Kitchen,Twisting_jar,1,Audio,6.509,6.74,False
41---Kitchen---Twisting_jar---2.pkl,41,Kitchen,Twisting_jar,2,Audio,3.785,3.92,False
41---Kitchen---Twisting_jar---3.pkl,41,Kitchen,Twisting_jar,3,Audio,4.713,4.88,False
41---Kitchen---Washing_Utensils---1.pkl,41,Kitchen,Washing_Utensils,1,Audio,19.951,20.66,False
41---Kitchen---Washing_Utensils---2.pkl,41,Kitchen,Washing_Utensils,2,Audio,16.475,17.06,False
